,Label,sentence
1727,고객원인>증설/구내선 정리요청,시 방문 요청 코로나 이 상 무재확인 필 고객 요청사항 호임의회선인 티 선 재연결 요청 여유분 리모컨도 하나만 갖고와 달라 하심회선 단말특이사항 진단 결과 정상기 타 추가 연락처
1728,고객원인>증설/구내선 정리요청,티비 재 설치 요청 위치 변동 무 기가 아이즈 모니터 겸용 문의 기가 아이즈 호 전환 하려 하니 방문하는 엔지니어에게 확인해보고 접수 한 다함
1729,단말>STB(작동)이상,고객 요청사항 작동 이 상호 교체 요청회 선 단말특이사항 진단 결과 기타 추가 연락처
1730,실시간 채널>수신 불량,고객 요청사항 닷컴 접수 최대한 빠른 방문 부탁드립니다 대 수신 불량 케이블이 노후 되어 삭았다 하심 육안으로 확인 시 케이블 문제 때문에 가 안 나오는 거 같다 하심 엔지니어 방문 점검 희망 단말 특이사항 진단 결과 기 타 추가 연락처
1731,원인불명>조치 전 자연 회복,접속 안됨 리콜 드리니 자연회복됐다고 하심
1732,실시간 채널>수신 불량,차리셋 건 고객 요청사항리셋 접수 한 시간 전후 리콜 안내수신불회선 단말특이사항 진단 결과 기타 추가 연락처
1733,실시간 채널>화질 이상,베터리 교체 메세지 떠서 안 사라짐리셋 후 잘 됨
1734,실시간 채널>수신 불량,고객 요청사항 시청 불 방송 신호 고르지 않음 날씨 양호 셋탑리셋 회선 단말특이사항 진단 결과 정상기 타 추가 연락처
1735,AS접수/변경>장비리셋 후 재사용 요청,고객 요청사항리셋 접수 시간 내 외 안내수신불인터넷 연결오류회선 단말특이사항 진단 결과 기타 추가 연락처
1736,실시간 채널>수신 불량,차리셋 후 동일 최대한 빠른 방문 요청 고객 요청사항리셋 접수 시간 내외 수신불회선 단말특이사항 진단 결과 기타 추가 연락처
1737,실시간 채널>수신 불량,고객 요청사항 티비 대 수신 불채널 부분적으로 안 나온 다함 회선 단말특이사항 진단 결과 기타 추가 연락처
1738,단말>리모컨작동불가>택배발송,고객 요청사항 리모컨 무료 배송 택배 접수 함정인 호 위 아래 버튼 잘 안됨 지난번에도 교체 받아서 쓰다가 다시 안 되어 불편 언급 리모컨 교체 요청 외부 신고 회선 단말특이사항 진단 결과 기타 추가 연락처
1740,실시간 채널>수신 불량,임의호 오후 시 안 됨
1741,실시간 채널>수신 불량,고객 요청사항 수신불 정상리셋 안내회선 단말특이사항 진단 결과 기타 추가 연락처
1742,실시간 채널>화질 이상,고객 요청사항 시청 중 끊김 반복 된다심 회선 단말특이사항 진단 결과 기타 추가 연락처
1743,단말>STB(작동)이상,고객 요청사항 닷컴 접수 셋탑 작동 불빨간불 고정회선 단말특이사항 진단 결과 기타 추가 연락처
1744,단말>리모컨작동불가>현장출동,코로나 이 상무 재확인 필 고객 요청사항 지니 리모컨 작동 불채널 안 된다심회선 단말특이사항 진단 결과 기타 추가 연락처인
1745,AS접수/변경>장비리셋 후 재사용 요청,일 리셋 접수 네트워크 오류 인 확인 불 진단비정상 적색 포트리셋
1746,단말>음성인식이상(기가지니),일시기가 지니 음성인식 안됨 방문 요청
1747,"고객원인>부주의, ID/PW 분실 등",코로나 이 상무재확인 필 고객 요청사항 입주로 인 한 티 재연결회선 단말특이사항 임의회 선 접수 안내 호진단 결과 확인 불기 타 추가 연락처
1748,실시간 채널>수신 불량,고객 요청사항 호 임의 시청 불 외부 신고 코로나무 미리 연락요 문제 주장 회선단말특이사항 진단 결과 기타 추가 연락처
1749,단말>STB(부팅) 이상>부팅중 오류메시지 발생,고객 요청사항 시청 불 로딩 중 리셋 후 정상회선 단말특이사항 진단 결과 기타 추가 연락처
1750,AS접수/변경>장비리셋 후 재사용 요청,리셋 접수 시간 내외 리콜 안내 고객 요청사항 넷플릭스 시청 불회선 단말특이사항 진단 결과 기타 추가 연락처
1751,"고객원인>부주의, ID/PW 분실 등",고객 요청사항호 없었는데 연결하고자 함연 후방 회선 단말특이사항 진단 결과 기타 추가 연락처
1752,단말>음성인식이상(기가지니),고객 요청사항 지니가 명령을 하거나 물어봐도 대답 안 한다고 하심 안 된 지 꽤 되었다고 함회 선 단말 특이사항 진단 결과 기타 추가 연락처 연후방
1753,단말>리모컨작동불가>택배발송,고객 요청사항 리모컨 작동 불가 채널 버튼 한 번에 여러 개씩 넘어간다고 함 장비리셋 안내 주소 확인 무료배송 등록함회선 단말특이사항 진단 결과 기타 추가 연락처
1754,실시간 채널>네트워크 오류,코로나 이 상무재확인필 시청 불 네트워크 오류 거실는 비오면 수신 불 함께 확인 요망 회선 단말 특이사항 진단 결과 기타 추가 연락처
1755,실시간 채널>수신 불량,고객 요청사항 수시 수신 불 외부 입력번씩 눌러야 시청 가능함 리모컨 갖다 주신 다고 했다고 함 다른 기사 방문 요청함 회선 단말특이사항 진단 결과 기타 추가 연락처
1756,AS접수/변경>임대단말 분실/파손,리모컨 떨어져서 파 손 택배 안내드렸으나 매장 방문 희망하시어 안내 변상금 안내
1757,고객원인>증설/구내선 정리요청,코로나 이 상무재확인 필 고객 요청사항 티대 교체로 선 재연결 요청임의회 선 위치 이동 없음 회선단말특이사항 진단 결과 기타 추가 연락처
1758,AS접수/변경>장비리셋 후 재사용 요청,리셋 접수 티비수 신불 리셋 리부팅 안내
1759,단말>STB(작동)이상,고객 요청사항 자주 끊김 연후방 회선 단말특이사항 진단 결과 기타 추가 연락처
1760,원인불명>조치 전 자연 회복,조치 전 자연회복
1761,실시간 채널>수신 불량,고객 요청사항 수신 불 회선 단말특이사항 진단 결과 기타 추가 연락처 연후방
1762,실시간 채널>수신 불량,고객 요청사항 수신불회선 단말특이사항 진단 결과 기타 추가 연락처
1763,AS접수/변경>장비리셋 후 재사용 요청,일 리셋 접수 고객 요청사항 티비 수신불회선 단말특이사항 진단 결과 정상기 타 추가 연락처
1764,"고객원인>부주의, ID/PW 분실 등",토요일 시 방문 요청 채팅코로나 이 상무 고객 요청사항 지니 교체 후 시청 불 에 연결하니 이상 없음 방문해서 확인 요청회선 단말특이사항 진단 결과 기타 추가 연락처
1765,"고객원인>부주의, ID/PW 분실 등",고객 요청사항 타사에서 로선 연결 요청회선 단말특이사항 진단 결과 기타 추가 연락처
1766,실시간 채널>수신 불량,고객 요청사항 수신 불 자동채널 검색 코로나 이상무 회선 단말특이사항 진단 결과 셋탑 정상기 타 추가 연락처
1767,실시간 채널>화질 이상,고객 요청사항 시청 중 화면 멈춤 빠른 방문 요청회 선 단말특이사항 진단 결과 정상기 타 추가 연락처
1768,AS접수/변경>장비리셋 후 재사용 요청,리셋 접수 고객 요청사항 수신불회선 단말특이사항 진단 결과 기타 추가 연락처
1769,실시간 채널>수신 불량,고객 요청사항 수신 불 리모컨 통합 요청 회선 단말특이사항 진단 결과 기타 추가 연락처
1770,실시간 채널>화질 이상,일리셋 접수건 코로나 이 상무재확인 필 고객 요청사항 빠른 점검 요청 화질이상 음성은 들리나 영상 안 나옴회선 단말특이사항 진단 결과 포트 정상기 타 추가 연락처
1771,실시간 채널>수신 불량,독촉호 고객 요청사항 티비연 결 요청임의 저 부회선 단말특이사항 진단 결과 기타 추가 연락처
1772,단말>STB(작동)이상,일시기가 지니 전원이상 이상
1773,실시간 채널>수신 불량,차리셋 후 동일 최대한 빠른 방문 요청 고객 요청사항리셋 접수 시간 내외 대수신 불 회선 단말특이사항 진단 결과 기타 추가 연락처
1774,단말>리모컨작동불가>택배발송,고객 요청사항 리모컨 작동 불회선 단말특이사항 진단 결과 모뎀 정상기 타 추가 연락처 부산유선 등록
1775,단말>리모컨작동불가>택배발송,리모컨 작동 불량 방향 키 버튼 불량 오랜 사용으로 버튼 잘 안눌림 교체 배송 신청 등록 리모컨
1776,단말>음성인식이상(기가지니),코로나무 고객 요청사항 기가 지니 음성인식 수시 안됨기가 지니테이블 시청 불 인터넷 연결 안 메시지 들림 시간 안 맞음 기가 지니 는 시청 이 상무라 함 방문해서 점검 요청회선 단말특이사항 진단 결과 올인홈 댁 내 정상기 타 추가 연락처
1777,단말>리모컨작동불가>택배발송,리모컨 작동 불택배 배송 안내 통합설정 및 페어링 필요 안내 전송 후 종료
1778,실시간 채널>수신 불량,고객 요청사항 동 호 사업장 건 최대한 빠른 방문 요청회 선 단말특이사항 진단 결과 기타 추가 연락처
1779,VOD/컨텐츠>메뉴 실행 불가,고객 요청사항 유튜브 실행불회선 단말특이사항 진단 결과 기타 추가 연락처
1780,단말>리모컨작동불가>택배발송,리모컨 작동 불가 됐다가 안 됐다 하신 다 심 건전지 교체 동일 등록 통합설정안 내 거부
1781,단말>리모컨작동불가>현장출동,고객 요청사항 리모컨 작동 불 현재 외부 안 들어오며 안됨 건전지 교체 해도 동일 리모컨 회선 단말특이사항 진단 결과 기타 추가 연락처
1782,실시간 채널>음성 이상,가장 늦게 방문 요청 신형 교체 요청 비 바람 불면 잘 안 됨 회 선점검 요청 고객 요청사항 음성이상 화면 나옴 리셋 후 동일회선 단말특이사항 진단 결과 기타 추가 연락처
1783,실시간 채널>수신 불량,코로나 이 상무 재확인필 고객 요청사항 수신 불 한 대만 한 대 정상 잠비교체 점검 요청회선 단말특이사항 진단 결과 기타 추가 연락처
1784,AS접수/변경>장비리셋 후 재사용 요청,고객 요청사항리셋 접수 시간 내외 티비수 신불회선 단말특이사항 진단 결과 기타 추가 연락처
1785,실시간 채널>수신 불량,코로나 이 상무 고객 요청사항 덕호빌 호수신불량신호미약회선 단말특이사항 카드번호로 확인 진단 결과 기타 추가 연락처연
1787,실시간 채널>화질 이상,최대한 빠른 정검요 해지 징 후보임 일 시 안내함 시청 중 끊김 문자가 나오면 누르면 되곤 해서 교체 요망
1788,AS접수/변경>장비리셋 후 재사용 요청,고객 요청사항리셋 접수 수신 불리셋 재부팅 회선 단말특이사항 진단 결과 기타 추가 연락처
1790,실시간 채널>수신 불량,재 수신 불 진단 정상 리모컨 작동 불 농성동 리모컨 한대 안된다고 올 때 하나만 지 참해달라고 하심 다른 주소지라 안내드렷지만 같이 생활하는 거라고 올떄 지참해달라 심 고객 요청사항 리모컨 작동 불가 농성동 쪽도 교체 요청 매장 안내 회선단말특이사항 진단 결과 기타 추가 연락처
1791,실시간 채널>수신 불량,코로나 이 상무재확인필월일 오전 요청 오전 시시 안내 고객 요청사항 시청 불대중대는 되고 대 안됨회선 단말특이사항 진단 결과 기타 추가 연락처인 입 연락 후 방문 요청
1792,"고객원인>부주의, ID/PW 분실 등",고객 요청사항 수신 불 선재 연결 후 안됨 재부팅해도 동일 연후방 회선 단말특이사항 진단 결과 기타 추가 연락처
1793,실시간 채널>수신 불량,고객 요청사항 티비 수신 불 케이블 연결 상태 확인 문구 나오신다고 함 점검 요청 연후방 회선 단말특이사항 진단 결과 기타 추가 연락처
1794,AS접수/변경>장비리셋 후 재사용 요청,고객 요청사항리셋넷플릭스 시청 불회선 단말특이사항 진단 결과 정상기 타 추가 연락처인 입
1796,AS접수/변경>임대단말 분실/파손,원 리모컨 파손 등록 리모컨
